Ativo,Data,Open,High,Low,Close,Adj Close,Volume
AAPL,2021-12-29,179.3300018310547,180.6300048828125,178.13999938964844,179.3800048828125,177.5872802734375,62348900
AAPL,2021-12-30,179.47000122070312,180.57000732421875,178.08999633789062,178.1999969482422,176.41903686523438,59773000
AAPL,2021-12-31,178.08999633789062,179.22999572753906,177.25999450683594,177.57000732421875,175.79534912109375,64062300
AAPL,2022-01-03,177.8300018310547,182.8800048828125,177.7100067138672,182.00999450683594,180.19094848632812,104487900
AAPL,2022-01-04,182.6300048828125,182.94000244140625,179.1199951171875,179.6999969482422,177.90408325195312,99310400
AAPL,2022-01-05,179.61000061035156,180.1699981689453,174.63999938964844,174.9199981689453,173.1718292236328,94537600
AAPL,2022-01-06,172.6999969482422,175.3000030517578,171.63999938964844,172.0,170.28099060058594,96904000
AAPL,2022-01-07,172.88999938964844,174.13999938964844,171.02999877929688,172.1699981689453,170.44932556152344,86709100
AAPL,2022-01-10,169.0800018310547,172.5,168.1699981689453,172.19000244140625,170.4691162109375,106765600
AAPL,2022-01-11,172.32000732421875,175.17999267578125,170.82000732421875,175.0800018310547,173.33026123046875,76138300
AAPL,2022-01-12,176.1199951171875,177.17999267578125,174.82000732421875,175.52999877929688,173.77574157714844,74805200
AAPL,2022-01-13,175.77999877929688,176.6199951171875,171.7899932861328,172.19000244140625,170.4691162109375,84505800
AAPL,2022-01-14,171.33999633789062,173.77999877929688,171.08999633789062,173.07000732421875,171.34033203125,80440800
AAPL,2022-01-18,171.50999450683594,172.5399932861328,169.41000366210938,169.8000030517578,168.10301208496094,90956700
AAPL,2022-01-19,170.0,171.0800018310547,165.94000244140625,166.22999572753906,164.5686798095703,94815000
AAPL,2022-01-20,166.97999572753906,169.67999267578125,164.17999267578125,164.50999450683594,162.86585998535156,91420500
AAPL,2022-01-21,164.4199981689453,166.3300018310547,162.3000030517578,162.41000366210938,160.78688049316406,122848900
AAPL,2022-01-24,160.02000427246094,162.3000030517578,154.6999969482422,161.6199951171875,160.00473022460938,162294600
AAPL,2022-01-25,158.97999572753906,162.75999450683594,157.02000427246094,159.77999877929688,158.18312072753906,115798400
AAPL,2022-01-26,163.5,164.38999938964844,157.82000732421875,159.69000244140625,158.09402465820312,108275300
AAPL,2022-01-27,162.4499969482422,163.83999633789062,158.27999877929688,159.22000122070312,157.6287384033203,121954600
AAPL,2022-01-28,165.7100067138672,170.35000610351562,162.8000030517578,170.3300018310547,168.62770080566406,179935700
AAPL,2022-01-31,170.16000366210938,175.0,169.50999450683594,174.77999877929688,173.03323364257812,115541600
AAPL,2022-02-01,174.00999450683594,174.83999633789062,172.30999755859375,174.61000061035156,172.86492919921875,86213900
AAPL,2022-02-02,174.75,175.8800048828125,173.3300018310547,175.83999633789062,174.08262634277344,84914300
AAPL,2022-02-03,174.47999572753906,176.24000549316406,172.1199951171875,172.89999389648438,171.17201232910156,89418100
AAPL,2022-02-04,171.67999267578125,174.10000610351562,170.67999267578125,172.38999938964844,170.88455200195312,82465400
AAPL,2022-02-07,172.86000061035156,173.9499969482422,170.9499969482422,171.66000366210938,170.16091918945312,77251200
AAPL,2022-02-08,171.72999572753906,175.35000610351562,171.42999267578125,174.8300018310547,173.30323791503906,74829200
AAPL,2022-02-09,176.0500030517578,176.64999389648438,174.89999389648438,176.27999877929688,174.74057006835938,71285000
AAPL,2022-02-10,174.13999938964844,175.47999572753906,171.5500030517578,172.1199951171875,170.61692810058594,90865900
AAPL,2022-02-11,172.3300018310547,173.0800018310547,168.0399932861328,168.63999938964844,167.1673126220703,98670700
AAPL,2022-02-14,167.3699951171875,169.5800018310547,166.55999755859375,168.8800048828125,167.4051971435547,86185500
AAPL,2022-02-15,170.97000122070312,172.9499969482422,170.25,172.7899932861328,171.28106689453125,62527400
AAPL,2022-02-16,171.85000610351562,173.33999633789062,170.0500030517578,172.5500030517578,171.04318237304688,61177400
AAPL,2022-02-17,171.02999877929688,171.91000366210938,168.47000122070312,168.8800048828125,167.4051971435547,69589300
AAPL,2022-02-18,169.82000732421875,170.5399932861328,166.19000244140625,167.3000030517578,165.83901977539062,82772700
AAPL,2022-02-22,164.97999572753906,166.69000244140625,162.14999389648438,164.32000732421875,162.88504028320312,91162800
AAPL,2022-02-23,165.5399932861328,166.14999389648438,159.75,160.07000732421875,158.67214965820312,90009200
AAPL,2022-02-24,152.5800018310547,162.85000610351562,152.0,162.74000549316406,161.31883239746094,141147500
AAPL,2022-02-25,163.83999633789062,165.1199951171875,160.8699951171875,164.85000610351562,163.41041564941406,91974200
AAPL,2022-02-28,163.05999755859375,165.4199981689453,162.42999267578125,165.1199951171875,163.67803955078125,95056600
AAPL,2022-03-01,164.6999969482422,166.60000610351562,161.97000122070312,163.1999969482422,161.7748260498047,83474400
AAPL,2022-03-02,164.38999938964844,167.36000061035156,162.9499969482422,166.55999755859375,165.10546875,79724800
AAPL,2022-03-03,168.47000122070312,168.91000366210938,165.5500030517578,166.22999572753906,164.77835083007812,76678400
AAPL,2022-03-04,164.49000549316406,165.5500030517578,162.10000610351562,163.1699981689453,161.74505615234375,83737200
AAPL,2022-03-07,163.36000061035156,165.02000427246094,159.0399932861328,159.3000030517578,157.9088897705078,96418800
AAPL,2022-03-08,158.82000732421875,162.8800048828125,155.8000030517578,157.44000244140625,156.0651092529297,131148300
AAPL,2022-03-09,161.47999572753906,163.41000366210938,159.41000366210938,162.9499969482422,161.5269775390625,91454900
AAPL,2022-03-10,160.1999969482422,160.38999938964844,155.97999572753906,158.52000427246094,157.13568115234375,105342000
AAPL,2022-03-11,158.92999267578125,159.27999877929688,154.5,154.72999572753906,153.37876892089844,96970100
AAPL,2022-03-14,151.4499969482422,154.1199951171875,150.10000610351562,150.6199951171875,149.30465698242188,108732100
AAPL,2022-03-15,150.89999389648438,155.57000732421875,150.3800048828125,155.08999633789062,153.7356414794922,92964300
AAPL,2022-03-16,157.0500030517578,160.0,154.4600067138672,159.58999633789062,158.1963348388672,102300200
AAPL,2022-03-17,158.61000061035156,161.0,157.6300048828125,160.6199951171875,159.2173614501953,75615400
AAPL,2022-03-18,160.50999450683594,164.47999572753906,159.75999450683594,163.97999572753906,162.54800415039062,123511700
AAPL,2022-03-21,163.50999450683594,166.35000610351562,163.00999450683594,165.3800048828125,163.935791015625,95811400
AAPL,2022-03-22,165.50999450683594,169.4199981689453,164.91000366210938,168.82000732421875,167.34573364257812,81532000
AAPL,2022-03-23,167.99000549316406,172.63999938964844,167.64999389648438,170.2100067138672,168.7235870361328,98062700
AAPL,2022-03-24,171.05999755859375,174.13999938964844,170.2100067138672,174.07000732421875,172.54989624023438,90131400
AAPL,2022-03-25,173.8800048828125,175.27999877929688,172.75,174.72000122070312,173.1942138671875,80546200
AAPL,2022-03-28,172.1699981689453,175.72999572753906,172.0,175.60000610351562,174.0665283203125,90371900
AAPL,2022-03-29,176.69000244140625,179.00999450683594,176.33999633789062,178.9600067138672,177.39718627929688,100589400
AAPL,2022-03-30,178.5500030517578,179.61000061035156,176.6999969482422,177.77000427246094,176.2175750732422,92633200
AAPL,2022-03-31,177.83999633789062,178.02999877929688,174.39999389648438,174.61000061035156,173.0851593017578,103049300
AAPL,2022-04-01,174.02999877929688,174.8800048828125,171.94000244140625,174.30999755859375,172.78778076171875,78751300
AAPL,2022-04-04,174.57000732421875,178.49000549316406,174.44000244140625,178.44000244140625,176.8817138671875,76468400
AAPL,2022-04-05,177.5,178.3000030517578,174.4199981689453,175.05999755859375,173.53125,73401800
AAPL,2022-04-06,172.36000061035156,173.6300048828125,170.1300048828125,171.8300018310547,170.32945251464844,89058800
AAPL,2022-04-07,171.16000366210938,173.36000061035156,169.85000610351562,172.13999938964844,170.63674926757812,77594700
AAPL,2022-04-08,171.77999877929688,171.77999877929688,169.1999969482422,170.08999633789062,168.60462951660156,76575500
AAPL,2022-04-11,168.7100067138672,169.02999877929688,165.5,165.75,164.30255126953125,72246700
AAPL,2022-04-12,168.02000427246094,169.8699951171875,166.63999938964844,167.66000366210938,166.1958770751953,79265200
AAPL,2022-04-13,167.38999938964844,171.0399932861328,166.77000427246094,170.39999389648438,168.91192626953125,70618900
AAPL,2022-04-14,170.6199951171875,171.27000427246094,165.0399932861328,165.2899932861328,163.84657287597656,75329400
AAPL,2022-04-18,163.9199981689453,166.60000610351562,163.57000732421875,165.07000732421875,163.6284942626953,69023900
AAPL,2022-04-19,165.02000427246094,167.82000732421875,163.91000366210938,167.39999389648438,165.93814086914062,67723800
AAPL,2022-04-20,168.75999450683594,168.8800048828125,166.10000610351562,167.22999572753906,165.7696075439453,67929800
AAPL,2022-04-21,168.91000366210938,171.52999877929688,165.91000366210938,166.4199981689453,164.96669006347656,87227800
AAPL,2022-04-22,166.4600067138672,167.8699951171875,161.5,161.7899932861328,160.3771209716797,84882400
AAPL,2022-04-25,161.1199951171875,163.1699981689453,158.4600067138672,162.8800048828125,161.45761108398438,96046400
AAPL,2022-04-26,162.25,162.33999633789062,156.72000122070312,156.8000030517578,155.4307098388672,95623200
AAPL,2022-04-27,155.91000366210938,159.7899932861328,155.3800048828125,156.57000732421875,155.20272827148438,88063200
AAPL,2022-04-28,159.25,164.52000427246094,158.92999267578125,163.63999938964844,162.21096801757812,130216800
AAPL,2022-04-29,161.83999633789062,166.1999969482422,157.25,157.64999389648438,156.27328491210938,131747600
AAPL,2022-05-02,156.7100067138672,158.22999572753906,153.27000427246094,157.9600067138672,156.58058166503906,123055300
AAPL,2022-05-03,158.14999389648438,160.7100067138672,156.32000732421875,159.47999572753906,158.0872802734375,88966500
AAPL,2022-05-04,159.6699981689453,166.47999572753906,159.25999450683594,166.02000427246094,164.57017517089844,108256500
AAPL,2022-05-05,163.85000610351562,164.0800018310547,154.9499969482422,156.77000427246094,155.40097045898438,130525300
AAPL,2022-05-06,156.00999450683594,159.44000244140625,154.17999267578125,157.27999877929688,156.13558959960938,116124600
AAPL,2022-05-09,154.92999267578125,155.8300018310547,151.49000549316406,152.05999755859375,150.9535675048828,131577900
AAPL,2022-05-10,155.52000427246094,156.74000549316406,152.92999267578125,154.50999450683594,153.38572692871094,115366700
AAPL,2022-05-11,153.5,155.4499969482422,145.80999755859375,146.5,145.43402099609375,142689800
AAPL,2022-05-12,142.77000427246094,146.1999969482422,138.8000030517578,142.55999755859375,141.52267456054688,182602000
AAPL,2022-05-13,144.58999633789062,148.10000610351562,143.11000061035156,147.11000061035156,146.03956604003906,113990900
AAPL,2022-05-16,145.5500030517578,147.52000427246094,144.17999267578125,145.5399932861328,144.4810028076172,86643800
AAPL,2022-05-17,148.86000061035156,149.77000427246094,146.67999267578125,149.24000549316406,148.15408325195312,78336300
AAPL,2022-05-18,146.85000610351562,147.36000061035156,139.89999389648438,140.82000732421875,139.79534912109375,109742900
AAPL,2022-05-19,139.8800048828125,141.66000366210938,136.60000610351562,137.35000610351562,136.35060119628906,136095600
AAPL,2022-05-20,139.08999633789062,140.6999969482422,132.61000061035156,137.58999633789062,136.58885192871094,137426100
AAPL,2022-05-23,137.7899932861328,143.25999450683594,137.64999389648438,143.11000061035156,142.06869506835938,117726300
AAPL,2022-05-24,140.80999755859375,141.97000122070312,137.3300018310547,140.36000061035156,139.3386993408203,104132700
AAPL,2022-05-25,138.42999267578125,141.7899932861328,138.33999633789062,140.52000427246094,139.49755859375,92482700
AAPL,2022-05-26,137.38999938964844,144.33999633789062,137.13999938964844,143.77999877929688,142.73379516601562,90601500
AAPL,2022-05-27,145.38999938964844,149.67999267578125,145.25999450683594,149.63999938964844,148.55116271972656,90978500
AAPL,2022-05-31,149.07000732421875,150.66000366210938,146.83999633789062,148.83999633789062,147.7570037841797,103718400
AAPL,2022-06-01,149.89999389648438,151.74000549316406,147.67999267578125,148.7100067138672,147.62794494628906,74286600
AAPL,2022-06-02,147.8300018310547,151.27000427246094,146.86000061035156,151.2100067138672,150.10975646972656,72348100
AAPL,2022-06-03,146.89999389648438,147.97000122070312,144.4600067138672,145.3800048828125,144.32215881347656,88570300
AAPL,2022-06-06,147.02999877929688,148.57000732421875,144.89999389648438,146.13999938964844,145.07664489746094,71598400
AAPL,2022-06-07,144.35000610351562,149.0,144.10000610351562,148.7100067138672,147.62794494628906,67808200
AAPL,2022-06-08,148.5800018310547,149.8699951171875,147.4600067138672,147.9600067138672,146.88339233398438,53950200
AAPL,2022-06-09,147.0800018310547,147.9499969482422,142.52999877929688,142.63999938964844,141.6020965576172,69473000
AAPL,2022-06-10,140.27999877929688,140.75999450683594,137.05999755859375,137.1300048828125,136.13221740722656,91437900
AAPL,2022-06-13,132.8699951171875,135.1999969482422,131.44000244140625,131.8800048828125,130.92041015625,122207100
AAPL,2022-06-14,133.1300048828125,133.88999938964844,131.47999572753906,132.75999450683594,131.7939910888672,84784300
AAPL,2022-06-15,134.2899932861328,137.33999633789062,132.16000366210938,135.42999267578125,134.44456481933594,91533000
AAPL,2022-06-16,132.0800018310547,132.38999938964844,129.0399932861328,130.05999755859375,129.1136474609375,108123900
AAPL,2022-06-17,130.07000732421875,133.0800018310547,129.80999755859375,131.55999755859375,130.60272216796875,134520300
AAPL,2022-06-21,133.4199981689453,137.05999755859375,133.32000732421875,135.8699951171875,134.88134765625,81000500
AAPL,2022-06-22,134.7899932861328,137.75999450683594,133.91000366210938,135.35000610351562,134.3651580810547,73409200
AAPL,2022-06-23,136.82000732421875,138.58999633789062,135.6300048828125,138.27000427246094,137.26390075683594,72433800
AAPL,2022-06-24,139.89999389648438,141.91000366210938,139.77000427246094,141.66000366210938,140.62924194335938,89116800
AAPL,2022-06-27,142.6999969482422,143.49000549316406,140.97000122070312,141.66000366210938,140.62924194335938,70207900
AAPL,2022-06-28,142.1300048828125,143.4199981689453,137.32000732421875,137.44000244140625,136.43994140625,67083400
AAPL,2022-06-29,137.4600067138672,140.6699981689453,136.6699981689453,139.22999572753906,138.2169189453125,66242400
AAPL,2022-06-30,137.25,138.3699951171875,133.77000427246094,136.72000122070312,135.72518920898438,98964500
AAPL,2022-07-01,136.0399932861328,139.0399932861328,135.66000366210938,138.92999267578125,137.91908264160156,71051600
AAPL,2022-07-05,137.77000427246094,141.61000061035156,136.92999267578125,141.55999755859375,140.5299530029297,73353800
AAPL,2022-07-06,141.35000610351562,144.1199951171875,141.0800018310547,142.9199981689453,141.88006591796875,74064300
AAPL,2022-07-07,143.2899932861328,146.5500030517578,143.27999877929688,146.35000610351562,145.28512573242188,66253700
AAPL,2022-07-08,145.25999450683594,147.5500030517578,145.0,147.0399932861328,145.97007751464844,64547800
AAPL,2022-07-11,145.6699981689453,146.63999938964844,143.77999877929688,144.8699951171875,143.81588745117188,63141600
AAPL,2022-07-12,145.75999450683594,148.4499969482422,145.0500030517578,145.86000061035156,144.79867553710938,77588800
AAPL,2022-07-13,142.99000549316406,146.4499969482422,142.1199951171875,145.49000549316406,144.43136596679688,71185600
AAPL,2022-07-14,144.0800018310547,148.9499969482422,143.25,148.47000122070312,147.38967895507812,78140700
AAPL,2022-07-15,149.77999877929688,150.86000061035156,148.1999969482422,150.1699981689453,149.0773162841797,76259900
AAPL,2022-07-18,150.74000549316406,151.57000732421875,146.6999969482422,147.07000732421875,145.9998779296875,81420900
AAPL,2022-07-19,147.9199981689453,151.22999572753906,146.91000366210938,151.0,149.90127563476562,82982400
AAPL,2022-07-20,151.1199951171875,153.72000122070312,150.3699951171875,153.0399932861328,151.92642211914062,64823400
AAPL,2022-07-21,154.5,155.57000732421875,151.94000244140625,155.35000610351562,154.21963500976562,65086600
AAPL,2022-07-22,155.38999938964844,156.27999877929688,153.41000366210938,154.08999633789062,152.9687957763672,66675400
AAPL,2022-07-25,154.00999450683594,155.0399932861328,152.27999877929688,152.9499969482422,151.8370819091797,53623900
AAPL,2022-07-26,152.25999450683594,153.08999633789062,150.8000030517578,151.60000610351562,150.4969024658203,55138700
AAPL,2022-07-27,152.5800018310547,157.3300018310547,152.16000366210938,156.7899932861328,155.6491241455078,78620700
AAPL,2022-07-28,156.97999572753906,157.63999938964844,154.41000366210938,157.35000610351562,156.205078125,81378700
AAPL,2022-07-29,161.24000549316406,163.6300048828125,159.5,162.50999450683594,161.3275146484375,101786900
AAPL,2022-08-01,161.00999450683594,163.58999633789062,160.88999938964844,161.50999450683594,160.3347930908203,67829400
AAPL,2022-08-02,160.10000610351562,162.41000366210938,159.6300048828125,160.00999450683594,158.84568786621094,59907000
AAPL,2022-08-03,160.83999633789062,166.58999633789062,160.75,166.1300048828125,164.9211883544922,82507500
AAPL,2022-08-04,166.00999450683594,167.19000244140625,164.42999267578125,165.80999755859375,164.603515625,55474100
AAPL,2022-08-05,163.2100067138672,165.85000610351562,163.0,165.35000610351562,164.3748779296875,56697000
AAPL,2022-08-08,166.3699951171875,167.80999755859375,164.1999969482422,164.8699951171875,163.89768981933594,60276900
AAPL,2022-08-09,164.02000427246094,165.82000732421875,163.25,164.9199981689453,163.94740295410156,63135500
AAPL,2022-08-10,167.67999267578125,169.33999633789062,166.89999389648438,169.24000549316406,168.241943359375,70170500
AAPL,2022-08-11,170.05999755859375,170.99000549316406,168.19000244140625,168.49000549316406,167.49635314941406,57149200
AAPL,2022-08-12,169.82000732421875,172.1699981689453,169.39999389648438,172.10000610351562,171.08506774902344,68039400
AAPL,2022-08-15,171.52000427246094,173.38999938964844,171.35000610351562,173.19000244140625,172.1686248779297,54091700
AAPL,2022-08-16,172.77999877929688,173.7100067138672,171.66000366210938,173.02999877929688,172.0095672607422,56377100
AAPL,2022-08-17,172.77000427246094,176.14999389648438,172.57000732421875,174.5500030517578,173.52061462402344,79542000
AAPL,2022-08-18,173.75,174.89999389648438,173.1199951171875,174.14999389648438,173.12295532226562,62290100
AAPL,2022-08-19,173.02999877929688,173.74000549316406,171.30999755859375,171.52000427246094,170.5084686279297,70346300
AAPL,2022-08-22,169.69000244140625,169.86000061035156,167.13999938964844,167.57000732421875,166.581787109375,69026800
AAPL,2022-08-23,167.0800018310547,168.7100067138672,166.64999389648438,167.22999572753906,166.24378967285156,54147100
AAPL,2022-08-24,167.32000732421875,168.11000061035156,166.25,167.52999877929688,166.54200744628906,53841500
AAPL,2022-08-25,168.77999877929688,170.13999938964844,168.35000610351562,170.02999877929688,169.0272674560547,51218200
AAPL,2022-08-26,170.57000732421875,171.0500030517578,163.55999755859375,163.6199951171875,162.65504455566406,78961000
AAPL,2022-08-29,161.14999389648438,162.89999389648438,159.82000732421875,161.3800048828125,160.42828369140625,73314000
AAPL,2022-08-30,162.1300048828125,162.55999755859375,157.72000122070312,158.91000366210938,157.9728546142578,77906200
AAPL,2022-08-31,160.30999755859375,160.5800018310547,157.13999938964844,157.22000122070312,156.2928009033203,87991100
AAPL,2022-09-01,156.63999938964844,158.4199981689453,154.6699981689453,157.9600067138672,157.02845764160156,74229900
AAPL,2022-09-02,159.75,160.36000061035156,154.97000122070312,155.80999755859375,154.89111328125,76957800
AAPL,2022-09-06,156.47000122070312,157.08999633789062,153.69000244140625,154.52999877929688,153.61868286132812,73714800
AAPL,2022-09-07,154.82000732421875,156.6699981689453,153.61000061035156,155.9600067138672,155.0402374267578,87449600
AAPL,2022-09-08,154.63999938964844,156.36000061035156,152.67999267578125,154.4600067138672,153.54910278320312,84923800
AAPL,2022-09-09,155.47000122070312,157.82000732421875,154.75,157.3699951171875,156.44192504882812,68028800
AAPL,2022-09-12,159.58999633789062,164.25999450683594,159.3000030517578,163.42999267578125,162.46617126464844,104956000
AAPL,2022-09-13,159.89999389648438,160.5399932861328,153.3699951171875,153.83999633789062,152.9327392578125,122656600
AAPL,2022-09-14,154.7899932861328,157.10000610351562,153.61000061035156,155.30999755859375,154.39405822753906,87965400
AAPL,2022-09-15,154.64999389648438,155.24000549316406,151.3800048828125,152.3699951171875,151.47140502929688,90481100
AAPL,2022-09-16,151.2100067138672,151.35000610351562,148.3699951171875,150.6999969482422,149.81126403808594,162278800
AAPL,2022-09-19,149.30999755859375,154.55999755859375,149.10000610351562,154.47999572753906,153.56895446777344,81474200
AAPL,2022-09-20,153.39999389648438,158.0800018310547,153.0800018310547,156.89999389648438,155.97470092773438,107689800
AAPL,2022-09-21,157.33999633789062,158.74000549316406,153.60000610351562,153.72000122070312,152.81344604492188,101696800
AAPL,2022-09-22,152.3800048828125,154.47000122070312,150.91000366210938,152.74000549316406,151.83921813964844,86652500
AAPL,2022-09-23,151.19000244140625,151.47000122070312,148.55999755859375,150.42999267578125,149.5428466796875,96029900
AAPL,2022-09-26,149.66000366210938,153.77000427246094,149.63999938964844,150.77000427246094,149.88084411621094,93339400
AAPL,2022-09-27,152.74000549316406,154.72000122070312,149.9499969482422,151.75999450683594,150.86502075195312,84442700
AAPL,2022-09-28,147.63999938964844,150.63999938964844,144.83999633789062,149.83999633789062,148.95632934570312,146691400
AAPL,2022-09-29,146.10000610351562,146.72000122070312,140.67999267578125,142.47999572753906,141.63973999023438,128138200
AAPL,2022-09-30,141.27999877929688,143.10000610351562,138.0,138.1999969482422,137.3849639892578,124925300
AAPL,2022-10-03,138.2100067138672,143.07000732421875,137.69000244140625,142.4499969482422,141.6099090576172,114311700
AAPL,2022-10-04,145.02999877929688,146.22000122070312,144.25999450683594,146.10000610351562,145.23838806152344,87830100
AAPL,2022-10-05,144.07000732421875,147.3800048828125,143.00999450683594,146.39999389648438,145.53660583496094,79471000
AAPL,2022-10-06,145.80999755859375,147.5399932861328,145.22000122070312,145.42999267578125,144.5723419189453,68402200
AAPL,2022-10-07,142.5399932861328,143.10000610351562,139.4499969482422,140.08999633789062,139.26382446289062,85925600
AAPL,2022-10-10,140.4199981689453,141.88999938964844,138.57000732421875,140.4199981689453,139.5918731689453,74899000
AAPL,2022-10-11,139.89999389648438,141.35000610351562,138.22000122070312,138.97999572753906,138.16038513183594,77033700
AAPL,2022-10-12,139.1300048828125,140.36000061035156,138.16000366210938,138.33999633789062,137.52413940429688,70433700
AAPL,2022-10-13,134.99000549316406,143.58999633789062,134.3699951171875,142.99000549316406,142.146728515625,113224000
AAPL,2022-10-14,144.30999755859375,144.52000427246094,138.19000244140625,138.3800048828125,137.5639190673828,88598000
AAPL,2022-10-17,141.07000732421875,142.89999389648438,140.27000427246094,142.41000366210938,141.57015991210938,85250900
AAPL,2022-10-18,145.49000549316406,146.6999969482422,140.61000061035156,143.75,142.90225219726562,99136600
AAPL,2022-10-19,141.69000244140625,144.9499969482422,141.5,143.86000061035156,143.01161193847656,61758300
AAPL,2022-10-20,143.02000427246094,145.88999938964844,142.64999389648438,143.38999938964844,142.5443572998047,64522000
AAPL,2022-10-21,142.8699951171875,147.85000610351562,142.64999389648438,147.27000427246094,146.40150451660156,86548600
AAPL,2022-10-24,147.19000244140625,150.22999572753906,146.0,149.4499969482422,148.56863403320312,75981900
AAPL,2022-10-25,150.08999633789062,152.49000549316406,149.36000061035156,152.33999633789062,151.44158935546875,74732300
AAPL,2022-10-26,150.9600067138672,151.99000549316406,148.0399932861328,149.35000610351562,148.46923828125,88194300
